"tom",1,"cedd",-118.2896665,34.0196618,1423682699000,173333,2015,"null"
"tom",2,"cedd",-118.2896665,34.0196618,1423683160000,283423,2015,"null"
"tom",3,"cedd",-118.2896665,34.0196618,1423694310000,990805,2015,"Samsung"
"tom",4,"cedd",-118.2896658,34.0196412,1423694355000,994191,2015,"null"
"tom",5,"cedd",-118.2896658,34.0196412,1423694438000,875923,2015,"null"
"tom",14,"cedd",-118.2896666,34.019646,1423770134000,1348771,2015,"Samsung"
"tom",15,"cedd",-118.2896666,34.019646,1423770210000,1268116,2015,"null"
"tom",16,"cedd",-118.2896666,34.019646,1423770238000,1514808,2015,"null"
"tom",17,"cedd",-118.2896666,34.019646,1423770271000,0,2015,"null"
"tom",18,"cedd",-118.2896666,34.019646,1423770319000,1360935,2015,"null"
"tom",19,"cedd",-118.2896666,34.019646,1423979606000,982208,2015,"null"
"tom",24,"cedd",-118.289742,34.0194849,1424216776000,292857,2015,"cars:0 faces:0 lightValue:242.0"
"tom",25,"cedd",-118.289742,34.0194849,1424216813000,927031,2015,"cars:0 faces:0 lightValue:253.7"
"tom",26,"cedd",-118.289742,34.0194849,1424216847000,906018,2015,"cars:0 faces:0 lightValue:193.7"
